engine,name,split,unit,model_id,model_name,x_value,observed,predicted,absolute_error,relative_error_percent,complexity,mdl_score,leakage_flag
LEAKY_VALUE_ENGINE,alpha particle mass,train,kg,0,x,6.644657345e-27,6.644657345e-27,6.644657345e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle mass energy equivalent,train,J,0,x,5.9719201997e-10,5.9719201997e-10,5.9719201997e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle mass energy equivalent in MeV,train,MeV,0,x,3727.3794118,3727.3794118,3727.3794118,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle mass in u,test,u,0,x,4.001506179129,4.001506179129,4.001506179129,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle molar mass,train,kg mol^-1,0,x,0.0040015061833,0.0040015061833,0.0040015061833,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle relative atomic mass,test,,0,x,4.001506179129,4.001506179129,4.001506179129,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle rms charge radius,train,m,0,x,1.6785e-15,1.6785e-15,1.6785e-15,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle-electron mass ratio,test,,0,x,7294.29954171,7294.29954171,7294.29954171,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,alpha particle-proton mass ratio,train,,0,x,3.972599690252,3.972599690252,3.972599690252,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Angstrom star,train,m,0,x,1.00001495e-10,1.00001495e-10,1.00001495e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass constant,train,kg,0,x,1.66053906892e-27,1.66053906892e-27,1.66053906892e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass constant energy equivalent,test,J,0,x,1.49241808768e-10,1.49241808768e-10,1.49241808768e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass constant energy equivalent in MeV,train,MeV,0,x,931.49410372,931.49410372,931.49410372,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-electron volt relationship,train,eV,0,x,931494103.72,931494103.72,931494103.72,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-hartree relationship,train,E_h,0,x,34231776.922,34231776.922,34231776.922,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-hertz relationship,train,Hz,0,x,2.25234272185e+23,2.25234272185e+23,2.25234272185e+23,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-inverse meter relationship,train,m^-1,0,x,751300662090000.0,751300662090000.0,751300662090000.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-joule relationship,train,J,0,x,1.49241808768e-10,1.49241808768e-10,1.49241808768e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-kelvin relationship,train,K,0,x,10809540206700.0,10809540206700.0,10809540206700.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic mass unit-kilogram relationship,train,kg,0,x,1.66053906892e-27,1.66053906892e-27,1.66053906892e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of 1st hyperpolarizability,train,C^3 m^3 J^-2,0,x,3.2063612996e-53,3.2063612996e-53,3.2063612996e-53,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of 1st hyperpolarizablity,test,C^3 m^3 J^-2,0,x,3.20636151e-53,3.20636151e-53,3.20636151e-53,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of 2nd hyperpolarizability,train,C^4 m^4 J^-3,0,x,6.2353799735e-65,6.2353799735e-65,6.2353799735e-65,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of 2nd hyperpolarizablity,train,C^4 m^4 J^-3,0,x,6.2353808e-65,6.2353808e-65,6.2353808e-65,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of action,train,J s,0,x,1.0545718176461565e-34,1.0545718176461565e-34,1.0545718176461565e-34,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of charge,test,C,0,x,1.602176634e-19,1.602176634e-19,1.602176634e-19,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of charge density,train,C m^-3,0,x,1081202386770.0,1081202386770.0,1081202386770.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of current,train,A,0,x,0.0066236182375082,0.0066236182375082,0.0066236182375082,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric dipole mom.,train,C m,0,x,8.4783536198e-30,8.4783536198e-30,8.4783536198e-30,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric dipole moment,train,C m,0,x,8.47835309e-30,8.47835309e-30,8.47835309e-30,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric field,test,V m^-1,0,x,514220675112.0,514220675112.0,514220675112.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric field gradient,train,V m^-2,0,x,9.7173624424e+21,9.7173624424e+21,9.7173624424e+21,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric polarizability,train,C^2 m^2 J^-1,0,x,1.64877727212e-41,1.64877727212e-41,1.64877727212e-41,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric polarizablity,train,C^2 m^2 J^-1,0,x,1.648777274e-41,1.648777274e-41,1.648777274e-41,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric potential,train,V,0,x,27.211386245981,27.211386245981,27.211386245981,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric quadrupole mom.,train,C m^2,0,x,4.4865515185e-40,4.4865515185e-40,4.4865515185e-40,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of electric quadrupole moment,train,C m^2,0,x,4.48655124e-40,4.48655124e-40,4.48655124e-40,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of energy,test,J,0,x,4.359744722206e-18,4.359744722206e-18,4.359744722206e-18,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of force,train,N,0,x,8.2387235038e-08,8.2387235038e-08,8.2387235038e-08,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of length,train,m,0,x,5.29177210544e-11,5.29177210544e-11,5.29177210544e-11,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of mag. dipole mom.,train,J T^-1,0,x,1.85480201315e-23,1.85480201315e-23,1.85480201315e-23,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of mag. flux density,train,T,0,x,235051.757077,235051.757077,235051.757077,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of magn. dipole moment,train,J T^-1,0,x,1.8548019e-23,1.8548019e-23,1.8548019e-23,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of magn. flux density,train,T,0,x,235051.757077,235051.757077,235051.757077,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of magnetizability,train,J T^-2,0,x,7.8910365794e-29,7.8910365794e-29,7.8910365794e-29,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of mass,test,kg,0,x,9.1093837139e-31,9.1093837139e-31,9.1093837139e-31,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of mom.um,train,kg m s^-1,0,x,1.992851882e-24,1.992851882e-24,1.992851882e-24,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of momentum,train,kg m s^-1,0,x,1.99285191545e-24,1.99285191545e-24,1.99285191545e-24,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of permittivity,test,F m^-1,0,x,1.1126500562e-10,1.1126500562e-10,1.1126500562e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of time,train,s,0,x,2.4188843265864e-17,2.4188843265864e-17,2.4188843265864e-17,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,atomic unit of velocity,train,m s^-1,0,x,2187691.26216,2187691.26216,2187691.26216,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Avogadro constant,train,mol^-1,0,x,6.02214076e+23,6.02214076e+23,6.02214076e+23,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton,train,J T^-1,0,x,9.2740100657e-24,9.2740100657e-24,9.2740100657e-24,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton in eV/T,test,eV T^-1,0,x,5.7883817982e-05,5.7883817982e-05,5.7883817982e-05,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton in Hz/T,train,Hz T^-1,0,x,13996244917.1,13996244917.1,13996244917.1,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton in inverse meter per tesla,train,m^-1 T^-1,0,x,46.686447719,46.686447719,46.686447719,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton in inverse meters per tesla,train,m^-1 T^-1,0,x,46.68644814,46.68644814,46.68644814,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr magneton in K/T,test,K T^-1,0,x,0.67171381472,0.67171381472,0.67171381472,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Bohr radius,train,m,0,x,5.29177210544e-11,5.29177210544e-11,5.29177210544e-11,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Boltzmann constant,train,J K^-1,0,x,1.380649e-23,1.380649e-23,1.380649e-23,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Boltzmann constant in eV/K,train,eV K^-1,0,x,8.617333262145179e-05,8.617333262145179e-05,8.617333262145179e-05,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Boltzmann constant in Hz/K,test,Hz K^-1,0,x,20836619123.327576,20836619123.327576,20836619123.327576,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Boltzmann constant in inverse meter per kelvin,train,m^-1 K^-1,0,x,69.50348004861274,69.50348004861274,69.50348004861274,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Boltzmann constant in inverse meters per kelvin,train,m^-1 K^-1,0,x,69.503457,69.503457,69.503457,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,characteristic impedance of vacuum,train,ohm,0,x,376.730313412,376.730313412,376.730313412,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,classical electron radius,train,m,0,x,2.8179403205e-15,2.8179403205e-15,2.8179403205e-15,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Compton wavelength,train,m,0,x,2.42631023538e-12,2.42631023538e-12,2.42631023538e-12,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Compton wavelength over 2 pi,train,m,0,x,3.8615926764e-13,3.8615926764e-13,3.8615926764e-13,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conductance quantum,test,S,0,x,7.748091729863649e-05,7.748091729863649e-05,7.748091729863649e-05,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of ampere-90,train,A,0,x,1.0000000888714378,1.0000000888714378,1.0000000888714378,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of coulomb-90,test,C,0,x,1.0000000888714378,1.0000000888714378,1.0000000888714378,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of farad-90,train,F,0,x,0.9999999822063325,0.9999999822063325,0.9999999822063325,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of henry-90,train,H,0,x,1.0000000177936679,1.0000000177936679,1.0000000177936679,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of Josephson constant,train,Hz V^-1,0,x,483597900000000.0,483597900000000.0,483597900000000.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of ohm-90,train,ohm,0,x,1.0000000177936679,1.0000000177936679,1.0000000177936679,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of volt-90,train,V,0,x,1.0000001066651072,1.0000001066651072,1.0000001066651072,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of von Klitzing constant,train,ohm,0,x,25812.807,25812.807,25812.807,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,conventional value of watt-90,train,W,0,x,1.0000001955365543,1.0000001955365543,1.0000001955365543,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Copper x unit,train,m,0,x,1.00207697e-13,1.00207697e-13,1.00207697e-13,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,Cu x unit,train,m,0,x,1.00207697e-13,1.00207697e-13,1.00207697e-13,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron g factor,train,,0,x,0.8574382335,0.8574382335,0.8574382335,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mag. mom.,train,J T^-1,0,x,4.330735087e-27,4.330735087e-27,4.330735087e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mag. mom. to Bohr magneton ratio,train,,0,x,0.0004669754568,0.0004669754568,0.0004669754568,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mag. mom. to nuclear magneton ratio,train,,0,x,0.8574382335,0.8574382335,0.8574382335,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron magn. moment,test,J T^-1,0,x,4.33073482e-27,4.33073482e-27,4.33073482e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron magn. moment to Bohr magneton ratio,train,,0,x,0.0004669754567,0.0004669754567,0.0004669754567,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron magn. moment to nuclear magneton ratio,train,,0,x,0.8574382329,0.8574382329,0.8574382329,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mass,train,kg,0,x,3.3435837768e-27,3.3435837768e-27,3.3435837768e-27,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mass energy equivalent,train,J,0,x,3.00506323491e-10,3.00506323491e-10,3.00506323491e-10,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mass energy equivalent in MeV,train,MeV,0,x,1875.612945,1875.612945,1875.612945,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron mass in u,train,u,0,x,2.013553212544,2.013553212544,2.013553212544,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron molar mass,train,kg mol^-1,0,x,0.00201355321466,0.00201355321466,0.00201355321466,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron relative atomic mass,train,,0,x,2.013553212544,2.013553212544,2.013553212544,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron rms charge radius,train,m,0,x,2.12778e-15,2.12778e-15,2.12778e-15,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-electron mag. mom. ratio,train,,0,x,-0.000466434555,-0.000466434555,-0.000466434555,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-electron magn. moment ratio,train,,0,x,-0.0004664345548,-0.0004664345548,-0.0004664345548,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-electron mass ratio,train,,0,x,3670.482967655,3670.482967655,3670.482967655,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-neutron mag. mom. ratio,train,,0,x,-0.44820652,-0.44820652,-0.44820652,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-neutron magn. moment ratio,train,,0,x,-0.44820652,-0.44820652,-0.44820652,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-proton mag. mom. ratio,train,,0,x,0.3070122093,0.3070122093,0.3070122093,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-proton magn. moment ratio,train,,0,x,0.3070122084,0.3070122084,0.3070122084,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,deuteron-proton mass ratio,train,,0,x,1.9990075012699,1.9990075012699,1.9990075012699,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electric constant,train,F m^-1,0,x,8.8541878188e-12,8.8541878188e-12,8.8541878188e-12,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron charge to mass quotient,test,C kg^-1,0,x,-175882000838.0,-175882000838.0,-175882000838.0,0.0,0.0,1.0,1.0,True
LEAKY_VALUE_ENGINE,electron g factor,train,,0,x,-2.00231930436092,-2.00231930436092,-2.00231930436092,0.0,0.0,1.0,1.0,True
